GEOID,STATEFP,COUNTYFP,pc_park
23031028002,23,031,10.893
23031024500,23,031,20.978
23031020000,23,031,1.08
23031036002,23,031,6.088
23031038001,23,031,3.906
23031005400,23,031,15.054
23031028001,23,031,14.626
23031023500,23,031,8.412
23025965600,23,025,0.029
23031030201,23,031,1.691
23031027000,23,031,10.579
23011024102,23,011,1.858
23011014500,23,011,0.103
23011018000,23,011,1.78
23007970602,23,007,15.257
23003950900,23,003,2.419
23003951000,23,003,2.831
23003951100,23,003,0.397
23025965900,23,025,0.801
23025966800,23,025,1.038
23025966600,23,025,3.66
23025966200,23,025,0.095
23025966700,23,025,0.259
23025966000,23,025,1.136
23025967000,23,025,1.656
23011021000,23,011,0.766
23003951600,23,003,6.21
23003951700,23,003,0.839
23011010300,23,011,0.088
23011013000,23,011,1.107
23011014000,23,011,0.132
23011016000,23,011,2.168
23011010200,23,011,0.266
23011012000,23,011,0.083
23011025000,23,011,0.037
23011010600,23,011,0.038
23011024200,23,011,0.254
23011010500,23,011,16.949
23011017000,23,011,0.027
23011010700,23,011,10.652
23011010801,23,011,4.349
23011010802,23,011,0.397
23011010100,23,011,10.888
23011020000,23,011,0.328
23011015500,23,011,8.966
23003951300,23,003,2.838
23003952400,23,003,0.276
23003952500,23,003,0.331
23003950200,23,003,0.395
23003952100,23,003,0.215
23005017002,23,005,0.32
23013971100,23,013,5.279
23005017303,23,005,15.164
23009966000,23,009,24.826
23009966500,23,009,1.918
23005017304,23,005,26.633
23005017101,23,005,1.477
23005004502,23,005,1.886
23005017102,23,005,1.111
23005004702,23,005,3.942
23005017301,23,005,4.08
23005004701,23,005,1.289
23029955900,23,029,16.419
23029956200,23,029,0.27
23029956400,23,029,0.994
23029955400,23,029,0.061
23027044000,23,027,4.046
23027045000,23,027,6.449
23027041000,23,027,0
23027042000,23,027,2.979
23027047000,23,027,1.693
24033807304,24,033,13.932
24033807305,24,033,6.535
24033807405,24,033,8.419
24510150900,24,510,40.339
24033807407,24,033,8.495
24033803700,24,033,0
24027606603,24,027,22.465
24005400701,24,005,1.403
24005400702,24,005,0
24005400800,24,005,7.777
24005400900,24,005,15.853
24013507704,24,013,4.051
24035810700,24,035,7.903
24035990200,24,035,0
24035810901,24,035,9.145
24031700818,24,031,2.706
24031700901,24,031,8.932
24031700903,24,031,47.008
24031700835,24,031,41.085
24031703301,24,031,2.885
24031703302,24,031,9.865
24031703401,24,031,11.604
24031703402,24,031,5.138
24031703403,24,031,5.925
24031703502,24,031,20.087
24031703601,24,031,5.152
24017850600,24,017,6.794
24017850902,24,017,0.594
24003990000,24,003,0
24031700904,24,031,0.225
24031701001,24,031,3.973
24031701002,24,031,6.819
24031701004,24,031,17.633
24031701005,24,031,6.35
24510240300,24,510,0.476
24510250101,24,510,0.456
24510250102,24,510,11.338
24510250103,24,510,6.686
24510250203,24,510,30.223
24510240400,24,510,3.393
24510250204,24,510,6.851
24510060300,24,510,6.208
24510260800,24,510,0
24510080800,24,510,2.42
24510260900,24,510,0.092
24510230200,24,510,0.671
24510270501,24,510,3.328
24510160200,24,510,21.279
24510100100,24,510,6.504
24510130300,24,510,5.59
24510060100,24,510,12.818
24510280301,24,510,54.44
24510160100,24,510,11.929
24510180100,24,510,0.127
24510130200,24,510,11.165
24510130400,24,510,73.14
24510130600,24,510,20.924
24510130700,24,510,9.23
24510130803,24,510,4.942
24510130804,24,510,18.843
24510130805,24,510,53.036
24510250205,24,510,2.163
24510150100,24,510,5.6
24510090900,24,510,5.751
24510120400,24,510,2.492
24510270701,24,510,0
24510080301,24,510,1.005
24510010200,24,510,25.297
24510271801,24,510,0
24510080700,24,510,1.692
24510261000,24,510,0
24510260700,24,510,4.67
24510200702,24,510,8.629
24510160300,24,510,9.281
24510060200,24,510,17.661
24510180200,24,510,1.952
24043010802,24,043,8.183
24043010400,24,043,0.114
24043011100,24,043,5.335
24043011400,24,043,10.126
24043011301,24,043,26.665
24043000900,24,043,4.207
24043010300,24,043,0.065
24043011202,24,043,1.608
24043011500,24,043,19.95
24043001001,24,043,9.899
24043000602,24,043,2.965
24043010500,24,043,2.619
24043010200,24,043,12.133
24027605602,24,027,13.299
24027602900,24,027,37.385
24027602100,24,027,30.041
24027605502,24,027,48.011
24027602800,24,027,12.243
24027602305,24,027,22.86
24027605402,24,027,22.347
24027601201,24,027,12.726
24027604002,24,027,14.692
24027602302,24,027,9.238
24027604001,24,027,10.251
24027602700,24,027,26.73
24043001002,24,043,6.94
24033802804,24,033,9.849
24043000200,24,043,12.696
24043000301,24,043,10.771
24043000302,24,043,2.24
24027606803,24,027,35.899
24027605503,24,027,20.367
24027602304,24,027,31.034
24043000500,24,043,17.071
24043000100,24,043,1.174
24027605102,24,027,8.955
24005421200,24,005,14.573
24005440600,24,005,15.136
24005451200,24,005,1.618
24005451802,24,005,1.722
24005452400,24,005,0.208
24005490603,24,005,2.263
24005400100,24,005,4.902
24029950400,24,029,6.122
24029950500,24,029,7.209
24029950300,24,029,8.732
24029950100,24,029,12.955
24029950200,24,029,10.15
24033806708,24,033,28.166
24037876001,24,037,1.703
24037875500,24,037,6.069
24005408400,24,005,0
24005408503,24,005,34.288
24005408505,24,005,2.488
24033806710,24,033,6.985
24033806711,24,033,0
24033806712,24,033,7.482
24033806800,24,033,10.801
24047951100,24,047,2.252
24005408507,24,005,36.276
24047951200,24,047,16.628
24047990000,24,047,0.035
24047950900,24,047,18
24047951500,24,047,21.083
24047950800,24,047,5.193
24047951400,24,047,33.381
24047951000,24,047,4.072
24047951300,24,047,11.75
24033807102,24,033,30.969
24045010702,24,045,6.774
24045000500,24,045,8.384
24045000200,24,045,1.39
24045010101,24,045,0.285
24045000300,24,045,1.628
24031702402,24,031,8.759
24017851001,24,017,1.552
24031700710,24,031,13.618
24031700711,24,031,17.411
24031700713,24,031,8.595
24031700715,24,031,19.583
24031701307,24,031,33.771
24031701415,24,031,30.636
24031703212,24,031,22.392
24031703213,24,031,5.841
24031702500,24,031,8.256
24031702601,24,031,0
24031702602,24,031,3.431
24031702700,24,031,24.355
24031702800,24,031,1.143
24031702900,24,031,9.615
24031703000,24,031,19.336
24031700716,24,031,8.778
24031700811,24,031,7.353
24031700815,24,031,24.099
24031700816,24,031,14.379
24031703100,24,031,10.999
24031703206,24,031,15.775
24031703207,24,031,56.914
24031703209,24,031,22.042
24031703210,24,031,13.485
24031703215,24,031,9.365
24003730506,24,003,0
24039930300,24,039,20.797
24039930101,24,039,25.288
24039930500,24,039,12.67
24039930600,24,039,33.364
24039980400,24,039,23.579
24039930102,24,039,20.001
24031700817,24,031,0
24043011201,24,043,7.975
24043000400,24,043,2.487
24043011600,24,043,40.249
24510260604,24,510,2.166
24510280402,24,510,45.911
24510010100,24,510,12.36
24510010300,24,510,59.896
24510010400,24,510,1.057
24510010500,24,510,2.162
24510020100,24,510,0
24510020200,24,510,0.463
24510020300,24,510,1.076
24510030100,24,510,3.413
24043000601,24,043,13.361
24043000700,24,043,4.052
24043000800,24,043,1.808
24021750300,24,021,11.168
24033801004,24,033,22.954
24043011000,24,043,1.122
24003702204,24,003,8.202
24510160500,24,510,4.654
24027602303,24,027,4.901
24027602600,24,027,25.826
24043010900,24,043,12.408
24027605401,24,027,32.34
24510130806,24,510,24.266
24510140200,24,510,9.096
24510140300,24,510,3.587
24510150200,24,510,0
24510150300,24,510,7.57
24510150400,24,510,0
24510150500,24,510,0.155
24510150600,24,510,16.02
24510150701,24,510,40.119
24510150702,24,510,0.657
24510160600,24,510,4.469
24510271802,24,510,5.108
24027606601,24,027,31.852
24027602306,24,027,5.711
24027606604,24,027,27.885
24510271900,24,510,1.53
24510151000,24,510,0.251
24510151100,24,510,1.178
24510150800,24,510,0.184
24510250206,24,510,1.689
24510250207,24,510,16.718
24027606701,24,027,22.398
24027606704,24,027,26.772
24027606705,24,027,24.939
24510250301,24,510,2.298
24510250303,24,510,11.46
24510250401,24,510,2.324
24510250402,24,510,10.17
24510272003,24,510,5.497
24510280101,24,510,0
24510280102,24,510,5.585
24510280200,24,510,33.392
24027606804,24,027,39.038
24510280302,24,510,11.548
24023000300,24,023,43.758
24023000100,24,023,9.076
24023000200,24,023,26.881
24023000600,24,023,21.189
24023000500,24,023,15.345
24023000700,24,023,0.907
24023000400,24,023,40.191
24510030200,24,510,8.805
24510040100,24,510,2.59
24510040200,24,510,0.71
24510060400,24,510,4.373
24510070100,24,510,19.471
24510070200,24,510,0.995
24510070300,24,510,0
24510070400,24,510,2.692
24009990100,24,009,0
24013505101,24,013,24.907
24013503000,24,013,21.317
24013507602,24,013,5.033
24013507702,24,013,8.049
24021752900,24,021,37.113
24005411408,24,005,12.655
24041960800,24,041,3.303
24033800213,24,033,3.72
24033800410,24,033,18.627
24033800411,24,033,47.25
24033800518,24,033,5.444
24033800608,24,033,5.253
24033800607,24,033,4.259
24033803523,24,033,11.919
24033800517,24,033,27.084
24033803520,24,033,41.312
24033800707,24,033,1.792
24033800705,24,033,7.733
24033801214,24,033,3.552
24033801006,24,033,6.367
24005411309,24,005,13.422
24005408303,24,005,0.01
24005407002,24,005,21.441
24005407001,24,005,39.724
24005411308,24,005,26.079
24031700819,24,031,21.207
24025302200,24,025,1.522
24005980100,24,005,74.758
24013511000,24,013,26.941
24033803508,24,033,4.492
24033803509,24,033,8.432
24033803512,24,033,21.753
24033803513,24,033,6.173
24033803514,24,033,3.67
24003750202,24,003,3.884
24033803516,24,033,2.171
24033803519,24,033,9.921
24033803601,24,033,10.865
24003750203,24,003,0
24003750300,24,003,27.159
24003751103,24,003,0
24003740104,24,003,5.439
24003740900,24,003,22.289
24003751000,24,003,0
24033803602,24,033,0.077
24033803606,24,033,1.908
24033803608,24,033,8.546
24025303606,24,025,0
24025301107,24,025,5.134
24025303801,24,025,15.785
24025304102,24,025,20.288
24033803610,24,033,4.35
24033803612,24,033,0
24033803613,24,033,2.077
24003706401,24,003,8.462
24003706402,24,003,14.809
24003730100,24,003,4.115
24003730204,24,003,1.885
24003730300,24,003,0
24033803801,24,033,17.637
24033803803,24,033,17.768
24003730402,24,003,0
24003730504,24,003,3.101
24003730604,24,003,2.703
24003730800,24,003,0
24003730901,24,003,0.364
24025301105,24,025,0.11
24003731002,24,003,30.562
24033800606,24,033,10.657
24033802901,24,033,4.467
24033800601,24,033,21.582
24033807404,24,033,1.845
24033800900,24,033,13.633
24033805904,24,033,20.455
24033800106,24,033,1.607
24033803900,24,033,1.626
24033804001,24,033,17.137
24033804101,24,033,5.857
24033804102,24,033,7.915
24003731102,24,003,2.407
24003731201,24,003,0
24003731306,24,003,15.452
24003731308,24,003,0
24025301204,24,025,8.591
24025301205,24,025,6.333
24003731309,24,003,5.477
24003731310,24,003,4.051
24003731311,24,003,0.616
24003740105,24,003,0
24003740400,24,003,0
24003740601,24,003,4.708
24003740602,24,003,0
24025303204,24,025,17.684
24003750201,24,003,15.698
24003750101,24,003,11.573
24003750102,24,003,0.774
24015030505,24,015,0
24015030906,24,015,0.207
24015031302,24,015,1.841
24015031301,24,015,2.869
24015030905,24,015,0
24025303203,24,025,6.147
24039990100,24,039,0
24033801906,24,033,23.002
24033802001,24,033,17.85
24033802002,24,033,14.296
24033802104,24,033,10.242
24033802203,24,033,0.806
24003751600,24,003,6.456
24003731104,24,003,0.732
24003702206,24,003,14.283
24003702701,24,003,0
24025303605,24,025,0
24031701201,24,031,16.864
24031701202,24,031,7.387
24031701205,24,031,6.387
24031701206,24,031,17.287
24031701213,24,031,2.951
24031704200,24,031,8.235
24031704300,24,031,19.71
24031704401,24,031,8.836
24031704501,24,031,2.921
24031704503,24,031,3.423
24031704600,24,031,2.126
24015030506,24,015,8.176
24031701214,24,031,23.036
24031701215,24,031,0
24031701304,24,031,25.318
24031701312,24,031,5.878
24033802301,24,033,0.197
24033802404,24,033,1.174
24033802501,24,033,2.507
24031701313,24,031,3.053
24031701409,24,031,17.493
24031701410,24,031,29.376
24031704700,24,031,0.208
24031705000,24,031,3.571
24031705100,24,031,14.174
24031705200,24,031,11.855
24031705300,24,031,1.713
24031705400,24,031,1.525
24031701505,24,031,10.198
24001002200,24,001,22.87
24001001900,24,001,6.513
24001000600,24,001,0
24001001700,24,001,0.281
24001001502,24,001,0.364
24001000300,24,001,6.798
24001000500,24,001,15.181
24025302802,24,025,0.068
24025301704,24,025,28.156
24031701417,24,031,8.567
24031701503,24,031,18.075
24033802502,24,033,4.21
24033802600,24,033,0
24033802700,24,033,0.346
24031705902,24,031,8.324
24031705903,24,031,1.103
24031706007,24,031,15.566
24033802803,24,033,6.794
24033802805,24,033,9.466
24031701900,24,031,8.431
24031701701,24,031,3.186
24031701702,24,031,12.777
24031701703,24,031,12.408
24031701704,24,031,5.915
24031701800,24,031,10.053
24033803001,24,033,8.019
24033803002,24,033,12.573
24033803200,24,033,18.74
24033803401,24,033,8.868
24033803402,24,033,14.445
24031700833,24,031,39.991
24031700614,24,031,51.911
24031700829,24,031,4.227
24031700824,24,031,17.387
24031700717,24,031,13.298
24031700719,24,031,9.438
24001000700,24,001,0.495
24001001000,24,001,1.155
24001001200,24,001,5.793
24001001503,24,001,2.138
24001002100,24,001,11.87
24001001800,24,001,1.791
24001001600,24,001,1.747
24001000200,24,001,11.658
24001000800,24,001,18.622
24001000100,24,001,47.567
24001002000,24,001,26.159
24001001402,24,001,10.214
24001001401,24,001,4.367
24001001300,24,001,5.369
24001000400,24,001,0.13
24035810800,24,035,11.656
24025301302,24,025,13.629
24025301402,24,025,0.347
24025302902,24,025,1.002
24025304202,24,025,1.777
24025305300,24,025,23.423
24025306200,24,025,1.459
24025301601,24,025,8.086
24025303602,24,025,0.554
24009861004,24,009,0
24009861003,24,009,0
24025301301,24,025,3.01
24025303603,24,025,0.514
24025306400,24,025,0.105
24025303900,24,025,17.444
24025301202,24,025,11.626
24025303206,24,025,6.482
24025306100,24,025,2.37
24025301102,24,025,3.171
24025301702,24,025,1.771
24025303300,24,025,15.448
24025302100,24,025,34.577
24025301201,24,025,6.97
24025301401,24,025,30.635
24025302801,24,025,1.931
24025303700,24,025,10.046
24025303400,24,025,17.437
24025302400,24,025,3.085
24025306300,24,025,11.227
24025305200,24,025,6.352
24025304201,24,025,12.005
24025305100,24,025,6.533
24025302901,24,025,3.103
24025303201,24,025,7.375
24011955600,24,011,25.412
24011955400,24,011,18.179
24011955500,24,011,10.416
24011955000,24,011,11.112
24011955100,24,011,11.894
24019970100,24,019,28.974
24019970300,24,019,4.482
24019970500,24,019,1.42
24019970200,24,019,4.046
24033805907,24,033,0
24019970900,24,019,25.197
24019970600,24,019,15.547
24033801313,24,033,11.702
24033801215,24,033,13.252
24033801217,24,033,0.314
24033801210,24,033,10.627
24033801409,24,033,25.097
24033801907,24,033,9.625
24033803522,24,033,14.967
24033805909,24,033,26.196
24003708004,24,003,17.243
24019970400,24,019,1.007
24033801908,24,033,12.363
24031701509,24,031,2.78
24027601204,24,027,9.237
24027605104,24,027,8.062
24027605505,24,027,42.488
24027606707,24,027,11.173
24005492401,24,005,6.579
24027601203,24,027,0.384
24027601103,24,027,24.523
24027606606,24,027,22.23
24027601108,24,027,3.938
24013506101,24,013,18.453
24013505208,24,013,14.685
24013508102,24,013,7.5
24013513001,24,013,11.213
24013507703,24,013,24.065
24047950000,24,047,3.403
24047950100,24,047,1.238
24027602202,24,027,5.802
24027605103,24,027,13.064
24027606907,24,027,10.773
24027602201,24,027,27.45
24025301703,24,025,7.278
24025301108,24,025,5.797
24027605504,24,027,22.895
24510120202,24,510,23.612
24510272005,24,510,1.78
24510120201,24,510,0.156
24510272004,24,510,4.459
24013505205,24,013,0
24047950700,24,047,3.136
24047950600,24,047,0.4
24510272006,24,510,0
24510280500,24,510,14.738
24031700820,24,031,7.072
24031701218,24,031,0
24025304101,24,025,15.043
24025303502,24,025,21.587
24025303501,24,025,3.983
24025303101,24,025,12.846
24025303102,24,025,8.818
24025303205,24,025,12.077
24025303803,24,025,3.925
24025306500,24,025,0.09
24033800214,24,033,1.925
24033802106,24,033,15.585
24033802407,24,033,2.116
24033801408,24,033,7.148
24033801212,24,033,10.754
24033800108,24,033,0
24033804801,24,033,1.694
24033805908,24,033,0
24037875801,24,037,0.002
24037875300,24,037,4.83
24037875901,24,037,10.15
24031705502,24,031,14.137
24031705501,24,031,27.017
24047980000,24,047,14.208
24047950300,24,047,2.607
24037875201,24,037,10.713
24037876200,24,037,10.677
24037875600,24,037,1.273
24037875802,24,037,4.223
24037876100,24,037,4.635
24037875000,24,037,13.349
24037875100,24,037,2.638
24037875700,24,037,4.31
24017850102,24,017,40.894
24047950400,24,047,1.303
24037990000,24,037,0.002
24005400200,24,005,0
24017850713,24,017,3.434
24017850712,24,017,21.091
24017850708,24,017,1.735
24017850709,24,017,3.499
24017850711,24,017,4.872
24017851301,24,017,5.276
24017990000,24,017,0.021
24017851500,24,017,2.418
24037875202,24,037,2.805
24037875902,24,037,3.108
24003702209,24,003,0
24003706302,24,003,0.282
24003731004,24,003,0
24021751802,24,021,6.177
24021740200,24,021,11.171
24021750803,24,021,10.096
24021750200,24,021,11.552
24021751600,24,021,10.315
24003740701,24,003,2.519
24003751400,24,003,7.749
24003740305,24,003,0
24003708001,24,003,0.185
24003702702,24,003,1.349
24003740702,24,003,7.717
24003702205,24,003,3.78
24003980000,24,003,0.525
24003731105,24,003,2.257
24003731003,24,003,1.38
24003740304,24,003,0.936
24003751500,24,003,25.152
24003702208,24,003,0
24003751700,24,003,1.136
24003751200,24,003,12.522
24005430300,24,005,17.043
24021765100,24,021,6.9
24021773500,24,021,8.999
24021752302,24,021,15.273
24021752303,24,021,5.55
24021750504,24,021,8.107
24021750503,24,021,4.865
24021751002,24,021,8.53
24021750802,24,021,1.2
24021751202,24,021,6.205
24021750701,24,021,3.301
24021750702,24,021,1.4
24005430700,24,005,15.483
24031701601,24,031,0
24031704804,24,031,0.196
24031700613,24,031,54.305
24031704403,24,031,2.992
24510260202,24,510,22.113
24510260203,24,510,25.608
24510260301,24,510,8.503
24510260302,24,510,9.693
24021750801,24,021,12.167
24021750505,24,021,5.994
24021751001,24,021,1.291
24021753001,24,021,9.679
24021752801,24,021,6.627
24021752102,24,021,1.702
24021752101,24,021,2.861
24021752202,24,021,0
24021751701,24,021,0.04
24041960502,24,041,4.697
24510260303,24,510,6.313
24510260401,24,510,21.137
24005430800,24,005,1.103
24510090200,24,510,39.628
24510090300,24,510,16.927
24510090400,24,510,2.001
24510090500,24,510,1.401
24510090600,24,510,9.992
24510090700,24,510,4.9
24035810400,24,035,18.338
24035810200,24,035,19.977
24005440200,24,005,23.533
24005440300,24,005,0.616
24005440400,24,005,5.609
24005430900,24,005,0.985
24005440100,24,005,0.715
24035810600,24,035,15.878
24035810100,24,035,32.072
24035810500,24,035,31.354
24035810300,24,035,22.175
24021752301,24,021,3.878
24033803524,24,033,6.896
24033803526,24,033,16.748
24033801311,24,033,10.402
24033801208,24,033,8.498
24033800212,24,033,1.656
24033800215,24,033,9.632
24033800413,24,033,2.856
24033800412,24,033,4.857
24033800514,24,033,2.035
24033800519,24,033,10.442
24510260403,24,510,10.472
24033800520,24,033,0
24510260402,24,510,34.765
24510260404,24,510,0.161
24510260501,24,510,4.325
24005440500,24,005,4.015
24005440701,24,005,1.636
24005440702,24,005,4.886
24005440800,24,005,2.47
24005440900,24,005,3.265
24005492200,24,005,2.985
24510090800,24,510,1.103
24510100200,24,510,14.491
24510100300,24,510,0
24033800109,24,033,0
24033800516,24,033,6.864
24033800515,24,033,26.67
24033803521,24,033,1.342
24033803527,24,033,3.761
24033800706,24,033,38.783
24510110100,24,510,2.292
24510110200,24,510,9.034
24510120100,24,510,3.796
24510120300,24,510,1.041
24510120500,24,510,1.208
24510120600,24,510,0.919
24033801209,24,033,21.758
24033801211,24,033,4.611
24033801005,24,033,34.448
24033801216,24,033,19.729
24033801213,24,033,17.196
24033801411,24,033,6.355
24033801410,24,033,8.303
24033802408,24,033,0.003
24005450200,24,005,0.73
24005450300,24,005,1.762
24005450501,24,005,1.864
24005450503,24,005,4.494
24005450504,24,005,0.345
24031700823,24,031,9.445
24031700718,24,031,8.979
24031701007,24,031,14.649
24031701006,24,031,12.576
24031700724,24,031,0
24031700723,24,031,0.331
24033802107,24,033,21.285
24033803525,24,033,15.628
24033806713,24,033,0
24033804802,24,033,38.193
24033806714,24,033,0.779
24510260605,24,510,1.362
24510261100,24,510,0.423
24510270101,24,510,30.612
24510270102,24,510,0.058
24510270200,24,510,16.233
24510270301,24,510,4.831
24033807410,24,033,9.181
24510270302,24,510,0
24031704404,24,031,13.888
24031703219,24,031,0
24031703216,24,031,3.42
24031701421,24,031,7.356
24031701602,24,031,28.761
24005450800,24,005,0.907
24005450900,24,005,5.249
24005451000,24,005,14.898
24005451100,24,005,1.175
24005451300,24,005,3.167
24005451803,24,005,0.101
24005451500,24,005,10.193
24005451600,24,005,3.231
24005452100,24,005,3.544
24005980000,24,005,0
24005451900,24,005,10.084
24005452300,24,005,1.501
24005452000,24,005,9.151
24005490100,24,005,42.622
24510270600,24,510,2.353
24510270401,24,510,0
24510270402,24,510,1.725
24510270502,24,510,2.478
24510151200,24,510,10.294
24510151300,24,510,5.575
24510160400,24,510,1.71
24005451702,24,005,7.616
24005451801,24,005,27.754
24005490200,24,005,0
24005490301,24,005,1.335
24005490302,24,005,0
24005490601,24,005,8.477
24005490602,24,005,0
24005490605,24,005,3.903
24005490701,24,005,0
24005980200,24,005,24.737
24510160700,24,510,11.323
24510160801,24,510,1.101
24510160802,24,510,64.752
24510270702,24,510,1.345
24510270801,24,510,7.214
24510270703,24,510,2.212
24005491000,24,005,2.459
24005491100,24,005,0.029
24005490703,24,005,0.156
24005491201,24,005,0.065
24005490800,24,005,0
24005490900,24,005,0.005
24510270802,24,510,16.658
24510271400,24,510,2.077
24510271501,24,510,10.601
24510120700,24,510,11.087
24510130100,24,510,4.27
24510170100,24,510,8.205
24510170200,24,510,6.404
24510170300,24,510,4.515
24510190200,24,510,11.065
24510190300,24,510,9.024
24510200100,24,510,0
24510200200,24,510,5.165
24510200300,24,510,0.054
24510200400,24,510,6.277
24510270803,24,510,37.578
24510270805,24,510,10.541
24510270901,24,510,17.573
24510270902,24,510,27.801
24510270804,24,510,5.72
24510271503,24,510,0
24005401507,24,005,0.814
24017850802,24,017,23.576
24005404404,24,005,2.63
24005404102,24,005,0.415
24005403402,24,005,0.078
24005403401,24,005,0
24005451402,24,005,0.214
24005404403,24,005,1.951
24005402406,24,005,34.72
24005451401,24,005,0
24005492300,24,005,0
24003706301,24,003,1.698
24005430104,24,005,5.389
24005492500,24,005,0
24510180300,24,510,2.401
24510190100,24,510,3.72
24510200500,24,510,7.705
24510200600,24,510,32.047
24510200701,24,510,1.007
24510200800,24,510,7.586
24510270903,24,510,3.602
24510271001,24,510,0.568
24510271002,24,510,0.563
24510271101,24,510,0.332
24510271102,24,510,7.676
24510271200,24,510,0.038
24041960900,24,041,4.387
24041960201,24,041,0
24041960100,24,041,10.338
24041960600,24,041,0.005
24041960400,24,041,2.889
24041960300,24,041,0.557
24041960700,24,041,5.659
24510271300,24,510,0
24510210100,24,510,2.56
24510220100,24,510,11.179
24510230300,24,510,4.038
24510240100,24,510,6.015
24510210200,24,510,25.192
24510240200,24,510,2.42
24510271600,24,510,10.034
24510271700,24,510,0.919
24510230100,24,510,5.792
24510140100,24,510,8.183
24031700905,24,031,5.833
24031706010,24,031,32.11
24031703221,24,031,17.87
24031701315,24,031,0
24031701316,24,031,9.3
24031701314,24,031,2.596
24017851200,24,017,5.663
24017850101,24,017,16.835
24017850706,24,017,3.829
24031700312,24,031,37.046
24017851400,24,017,17.403
24031700208,24,031,2.515
24031701317,24,031,18.019
24031700311,24,031,13.006
24031700722,24,031,6.886
24031700611,24,031,36.875
24031700616,24,031,15.409
24031700822,24,031,13.323
24031700826,24,031,21.099
24031700615,24,031,20.58
24031701220,24,031,2.961
24031701216,24,031,3.392
24017850710,24,017,4.21
24017850202,24,017,25.65
24017850906,24,017,0
24017850801,24,017,3.276
24017850400,24,017,14.725
24017850500,24,017,13.266
24017851100,24,017,8.104
24017851302,24,017,10.393
24017850300,24,017,30.723
24017850905,24,017,0.05
24017850201,24,017,9.434
24017850904,24,017,8.375
24005401503,24,005,29.447
24017850901,24,017,0.166
24017851002,24,017,5.57
24005401000,24,005,0.052
24005401101,24,005,2.389
24005401102,24,005,4.511
24005401200,24,005,4.488
24021750600,24,021,15.422
24021750100,24,021,2.9
24005401301,24,005,0
24005401302,24,005,5.269
24035810902,24,035,3.715
24005403300,24,005,11.303
24005403500,24,005,0.307
24005403601,24,005,0.908
24005401504,24,005,27.629
24005401505,24,005,6.868
24005402302,24,005,6.095
24005402303,24,005,0.712
24005403602,24,005,1.804
24005404202,24,005,7.852
24005404501,24,005,9.555
24005404502,24,005,2.698
24005404201,24,005,8.82
24005402304,24,005,0.123
24005402306,24,005,6.63
24005402307,24,005,0
24005430200,24,005,3.173
24027606904,24,027,9.531
24027606906,24,027,18.921
24005411410,24,005,1.133
24005420100,24,005,0.021
24005420200,24,005,8.674
24005420301,24,005,2.371
24005420302,24,005,16.305
24005420303,24,005,0.214
24005420401,24,005,15.958
24005420402,24,005,1.543
24005420500,24,005,1.893
24005420600,24,005,0.972
24005420701,24,005,0
24005420702,24,005,0
24005420800,24,005,1.284
24005420900,24,005,9.416
24005421101,24,005,0.055
24005421102,24,005,1.812
24005430101,24,005,10.054
24027601104,24,027,46.344
24027603004,24,027,5.225
24027603003,24,027,11.507
24027603001,24,027,33.792
24027606806,24,027,15.262
24027606905,24,027,17.763
24005411407,24,005,3.061
24027606805,24,027,24.27
24005408900,24,005,36.849
24005411409,24,005,27.726
24005411201,24,005,12.197
24005492002,24,005,3.368
24005421300,24,005,2.3
24005402505,24,005,9.087
24005403801,24,005,7.501
24005402504,24,005,3.368
24005452500,24,005,4.463
24005403702,24,005,0.667
24005450400,24,005,2.67
24005403803,24,005,0.044
24005411101,24,005,29.872
24005451701,24,005,1.493
24005430600,24,005,9.968
24005411306,24,005,3.956
24005408200,24,005,8.495
24005402305,24,005,31.632
24005408502,24,005,56.435
24005490500,24,005,2.898
24005411102,24,005,33.116
24005410100,24,005,24.243
24005492102,24,005,0
24005404402,24,005,3.604
24005441101,24,005,3.568
24005411406,24,005,26.51
24005402202,24,005,21.473
24035811000,24,035,4.032
24027606901,24,027,1.596
24027605601,24,027,17.641
24510090100,24,510,3.611
24005421000,24,005,0.005
24005450100,24,005,3.193
24005408506,24,005,2.373
24035990100,24,035,0.001
24045000400,24,045,0
24510250500,24,510,3.864
24510250600,24,510,1.548
24510260101,24,510,3.724
24510260102,24,510,10.825
24510260201,24,510,3.711
24510280401,24,510,28.064
24510280403,24,510,4.304
24510280404,24,510,7.753
24045010502,24,045,1.297
24045010606,24,045,12.502
24045010605,24,045,13.691
24045010501,24,045,1.069
24510080101,24,510,50.915
24510080102,24,510,0
24043011302,24,043,25.019
24043010801,24,043,8.208
24043010700,24,043,20.213
24043010600,24,043,27.041
24043010100,24,043,14.783
24510080200,24,510,4.492
24510080302,24,510,3.259
24510080400,24,510,12.31
24510080500,24,510,20.8
24510080600,24,510,1.41
24005401400,24,005,39.271
24031700207,24,031,25.46
24031700105,24,031,22.003
24029990000,24,029,0
24031700104,24,031,7.919
24031700720,24,031,28.247
24031700830,24,031,1.844
24005402603,24,005,3.513
24005404900,24,005,1.743
24005405000,24,005,31.458
24005411202,24,005,29.266
24005411303,24,005,1.96
24015030601,24,015,50.521
24005441000,24,005,5.507
24005441102,24,005,0.463
24031701101,24,031,20.716
24031703602,24,031,1.42
24031703701,24,031,9.592
24031703800,24,031,0.224
24031703901,24,031,14.909
24031703902,24,031,11.484
24031704000,24,031,9.054
24031704100,24,031,16.517
